condition,agent_type,seed,survival_pre,survival_post1,survival_late,coop_pre,coop_post1,coop_late,apparent_informed_pre,apparent_informed_post1,apparent_informed_late,true_informed_pre,true_informed_post1,true_informed_late,false_certified_pre,false_certified_post1,false_certified_late,certification_error_pre,certification_error_post1,certification_error_late,uncertified_true_need_pre,uncertified_true_need_post1,uncertified_true_need_late,strict_usefulness_pre,strict_usefulness_post1,strict_usefulness_late,reciprocity_pre,reciprocity_post1,reciprocity_late
reset_d100,dqn,11,73.83333333333333,33.33333333333333,33.33333333333333,43,0,0,1.0,0.0,0.0,0.9534883720930233,0.0,0.0,0.046511627906976744,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.9534883720930233,0.0,0.0,1.0,0.0,0.0
reset_d100,scripted,11,100.0,100.0,100.0,21,17,7,1.0,1.0,1.0,0.8571428571428571,0.35294117647058826,1.0,0.14285714285714285,0.6470588235294118,0.0,0.14285714285714285,0.6470588235294118,0.0,0.0,0.0,0.0,0.09523809523809523,0.058823529411764705,0.0,1.0,1.0,0.0
no_crisis,dqn,12,100.0,100.0,100.0,70,17,34,0.9857142857142858,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9705882352941176,1.0,1.0,1.0
no_crisis,scripted,12,100.0,100.0,100.0,18,4,8,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,1.0,0.0,1.0
ordinary_disturbance,dqn,12,100.0,100.0,33.33333333333333,70,15,0,0.9857142857142858,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
ordinary_disturbance,scripted,12,100.0,100.0,100.0,18,4,8,1.0,1.0,1.0,0.8888888888888888,1.0,0.875,0.1111111111111111,0.0,0.125,0.1111111111111111,0.0,0.125,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,1.0,0.0,1.0
cert_crisis_used_channel,dqn,12,100.0,93.33333333333333,33.33333333333333,70,11,0,0.9857142857142858,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40476190476190477,0.0,1.0,1.0,0.0,1.0,0.0,0.0
cert_crisis_used_channel,scripted,12,100.0,100.0,100.0,18,5,8,1.0,1.0,1.0,0.8888888888888888,0.2,0.625,0.1111111111111111,0.8,0.375,0.1111111111111111,0.8,0.375,0.0,0.0,0.0,0.1111111111111111,0.0,0.125,1.0,1.0,1.0
cert_crisis_unused_channel,dqn,12,100.0,100.0,33.33333333333333,70,17,0,0.9857142857142858,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
cert_crisis_unused_channel,scripted,12,100.0,100.0,100.0,18,7,11,1.0,1.0,1.0,0.8888888888888888,0.5714285714285714,0.7272727272727273,0.1111111111111111,0.42857142857142855,0.2727272727272727,0.1111111111111111,0.42857142857142855,0.2727272727272727,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,1.0,0.0,1.0
reset_d10,dqn,12,100.0,100.0,100.0,70,17,34,0.9857142857142858,1.0,1.0,1.0,1.0,0.9705882352941176,0.0,0.0,0.029411764705882353,0.0,0.0,0.029411764705882353,0.0,0.08,0.0,1.0,0.9411764705882353,1.0,1.0,1.0,1.0
reset_d10,scripted,12,100.0,100.0,100.0,18,4,8,1.0,1.0,1.0,0.8888888888888888,0.5,1.0,0.1111111111111111,0.5,0.0,0.1111111111111111,0.5,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,1.0,0.0,0.0
reset_d25,dqn,12,100.0,100.0,100.0,70,18,41,0.9857142857142858,1.0,1.0,1.0,1.0,0.9512195121951219,0.0,0.0,0.04878048780487805,0.0,0.0,0.04878048780487805,0.0,0.2222222222222222,0.0,1.0,0.9444444444444444,0.975609756097561,1.0,1.0,1.0
reset_d25,scripted,12,100.0,100.0,100.0,18,5,8,1.0,1.0,1.0,0.8888888888888888,0.4,0.875,0.1111111111111111,0.6,0.125,0.1111111111111111,0.6,0.125,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,1.0,1.0,0.0
reset_d50,dqn,12,100.0,93.33333333333333,33.33333333333333,70,11,0,0.9857142857142858,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40476190476190477,0.0,1.0,1.0,0.0,1.0,0.0,0.0
reset_d50,scripted,12,100.0,100.0,100.0,18,5,8,1.0,1.0,1.0,0.8888888888888888,0.2,1.0,0.1111111111111111,0.8,0.0,0.1111111111111111,0.8,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,1.0,1.0,0.0
reset_d100,dqn,12,100.0,93.33333333333333,33.33333333333333,70,11,0,0.9857142857142858,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40476190476190477,0.0,1.0,1.0,0.0,1.0,0.0,0.0
reset_d100,scripted,12,100.0,100.0,100.0,18,5,8,1.0,1.0,1.0,0.8888888888888888,0.2,1.0,0.1111111111111111,0.8,0.0,0.1111111111111111,0.8,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,1.0,1.0,0.0
no_crisis,dqn,13,100.0,100.0,100.0,64,11,19,1.0,1.0,1.0,0.984375,1.0,1.0,0.015625,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.96875,1.0,1.0526315789473684,1.0,1.0,1.0
no_crisis,scripted,13,100.0,100.0,100.0,23,4,8,1.0,1.0,1.0,0.782608695652174,1.0,1.0,0.21739130434782608,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,1.0,0.0,0.0
ordinary_disturbance,dqn,13,100.0,100.0,100.0,64,12,24,1.0,1.0,0.9583333333333334,0.984375,1.0,0.9583333333333334,0.015625,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.96875,1.0833333333333333,1.0,1.0,1.0,1.0
ordinary_disturbance,scripted,13,100.0,100.0,100.0,23,5,8,1.0,1.0,1.0,0.782608695652174,0.8,1.0,0.21739130434782608,0.2,0.0,0.21739130434782608,0.2,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,1.0,0.0,0.0
cert_crisis_used_channel,dqn,13,100.0,90.0,33.33333333333333,64,7,0,1.0,0.5714285714285714,0.0,0.984375,0.5714285714285714,0.0,0.015625,0.0,0.0,0.015625,0.0,0.0,0.0,0.7692307692307693,0.0,0.96875,0.7142857142857143,0.0,1.0,0.0,0.0
cert_crisis_used_channel,scripted,13,100.0,100.0,100.0,23,6,8,1.0,1.0,1.0,0.782608695652174,0.16666666666666666,0.5,0.21739130434782608,0.8333333333333334,0.5,0.21739130434782608,0.8333333333333334,0.5,0.0,0.0,0.0,0.08695652173913043,0.0,0.125,1.0,0.0,1.0
cert_crisis_unused_channel,dqn,13,100.0,100.0,33.33333333333333,64,8,0,1.0,1.0,0.0,0.984375,1.0,0.0,0.015625,0.0,0.0,0.015625,0.0,0.0,0.0,0.038461538461538464,0.0,0.96875,1.125,0.0,1.0,1.0,0.0
cert_crisis_unused_channel,scripted,13,100.0,100.0,100.0,23,6,9,1.0,1.0,1.0,0.782608695652174,0.5,0.5555555555555556,0.21739130434782608,0.5,0.4444444444444444,0.21739130434782608,0.5,0.4444444444444444,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,1.0,1.0,1.0
reset_d10,dqn,13,100.0,100.0,100.0,64,11,19,1.0,1.0,1.0,0.984375,1.0,1.0,0.015625,0.0,0.0,0.015625,0.0,0.0,0.0,0.02702702702702703,0.0,0.96875,1.0,1.0526315789473684,1.0,1.0,1.0
reset_d10,scripted,13,100.0,100.0,100.0,23,4,7,1.0,1.0,1.0,0.782608695652174,0.5,1.0,0.21739130434782608,0.5,0.0,0.21739130434782608,0.5,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,1.0,0.0,0.0
reset_d25,dqn,13,100.0,100.0,100.0,64,12,22,1.0,0.8333333333333334,0.9090909090909091,0.984375,0.8333333333333334,0.8636363636363636,0.015625,0.0,0.045454545454545456,0.015625,0.0,0.05,0.0,0.2972972972972973,0.0,0.96875,0.8333333333333334,0.8636363636363636,1.0,1.0,1.0
reset_d25,scripted,13,100.0,100.0,100.0,23,5,8,1.0,1.0,1.0,0.782608695652174,0.2,0.875,0.21739130434782608,0.8,0.125,0.21739130434782608,0.8,0.125,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,1.0,0.0,0.0
reset_d50,dqn,13,100.0,90.0,33.33333333333333,64,7,0,1.0,0.5714285714285714,0.0,0.984375,0.5714285714285714,0.0,0.015625,0.0,0.0,0.015625,0.0,0.0,0.0,0.7692307692307693,0.0,0.96875,0.7142857142857143,0.0,1.0,0.0,0.0
reset_d50,scripted,13,100.0,100.0,100.0,23,6,7,1.0,1.0,1.0,0.782608695652174,0.16666666666666666,1.0,0.21739130434782608,0.8333333333333334,0.0,0.21739130434782608,0.8333333333333334,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,1.0,0.0,1.0
reset_d100,dqn,13,100.0,90.0,33.33333333333333,64,7,0,1.0,0.5714285714285714,0.0,0.984375,0.5714285714285714,0.0,0.015625,0.0,0.0,0.015625,0.0,0.0,0.0,0.7692307692307693,0.0,0.96875,0.7142857142857143,0.0,1.0,0.0,0.0
reset_d100,scripted,13,100.0,100.0,100.0,23,6,8,1.0,1.0,1.0,0.782608695652174,0.16666666666666666,1.0,0.21739130434782608,0.8333333333333334,0.0,0.21739130434782608,0.8333333333333334,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,1.0,0.0,0.0
no_crisis,dqn,14,86.16666666666667,33.33333333333333,33.33333333333333,51,0,0,1.0,0.0,0.0,0.9607843137254902,0.0,0.0,0.0392156862745098,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.9607843137254902,0.0,0.0,1.0,0.0,0.0
no_crisis,scripted,14,100.0,100.0,100.0,18,3,8,1.0,1.0,1.0,0.9444444444444444,1.0,1.0,0.05555555555555555,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,1.0,0.0,0.0
ordinary_disturbance,dqn,14,86.16666666666667,33.33333333333333,33.33333333333333,51,0,0,1.0,0.0,0.0,0.9607843137254902,0.0,0.0,0.0392156862745098,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.9607843137254902,0.0,0.0,1.0,0.0,0.0
ordinary_disturbance,scripted,14,100.0,100.0,100.0,18,4,8,1.0,1.0,1.0,0.9444444444444444,1.0,1.0,0.05555555555555555,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,1.0,0.0,1.0
cert_crisis_used_channel,dqn,14,86.16666666666667,33.33333333333333,33.33333333333333,51,0,0,1.0,0.0,0.0,0.9607843137254902,0.0,0.0,0.0392156862745098,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.9607843137254902,0.0,0.0,1.0,0.0,0.0
cert_crisis_used_channel,scripted,14,100.0,100.0,100.0,18,9,10,1.0,1.0,1.0,0.9444444444444444,0.3333333333333333,0.4,0.05555555555555555,0.6666666666666666,0.6,0.05555555555555555,0.6666666666666666,0.6,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,1.0,1.0,1.0
cert_crisis_unused_channel,dqn,14,86.16666666666667,33.33333333333333,33.33333333333333,51,0,0,1.0,0.0,0.0,0.9607843137254902,0.0,0.0,0.0392156862745098,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.9607843137254902,0.0,0.0,1.0,0.0,0.0
cert_crisis_unused_channel,scripted,14,100.0,100.0,100.0,18,5,11,1.0,1.0,1.0,0.9444444444444444,0.6,0.7272727272727273,0.05555555555555555,0.4,0.2727272727272727,0.05555555555555555,0.4,0.2727272727272727,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,1.0,0.0,0.0
reset_d10,dqn,14,86.16666666666667,33.33333333333333,33.33333333333333,51,0,0,1.0,0.0,0.0,0.9607843137254902,0.0,0.0,0.0392156862745098,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.9607843137254902,0.0,0.0,1.0,0.0,0.0
reset_d10,scripted,14,100.0,100.0,100.0,18,7,9,1.0,1.0,1.0,0.9444444444444444,0.42857142857142855,0.8888888888888888,0.05555555555555555,0.5714285714285714,0.1111111111111111,0.05555555555555555,0.5714285714285714,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,1.0,1.0,0.0
reset_d25,dqn,14,86.16666666666667,33.33333333333333,33.33333333333333,51,0,0,1.0,0.0,0.0,0.9607843137254902,0.0,0.0,0.0392156862745098,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.9607843137254902,0.0,0.0,1.0,0.0,0.0
reset_d25,scripted,14,100.0,100.0,100.0,18,8,7,1.0,1.0,1.0,0.9444444444444444,0.375,1.0,0.05555555555555555,0.625,0.0,0.05555555555555555,0.625,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,1.0,1.0,1.0
reset_d50,dqn,14,86.16666666666667,33.33333333333333,33.33333333333333,51,0,0,1.0,0.0,0.0,0.9607843137254902,0.0,0.0,0.0392156862745098,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.9607843137254902,0.0,0.0,1.0,0.0,0.0
reset_d50,scripted,14,100.0,100.0,100.0,18,9,7,1.0,1.0,1.0,0.9444444444444444,0.3333333333333333,1.0,0.05555555555555555,0.6666666666666666,0.0,0.05555555555555555,0.6666666666666666,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,1.0,1.0,0.0
reset_d100,dqn,14,86.16666666666667,33.33333333333333,33.33333333333333,51,0,0,1.0,0.0,0.0,0.9607843137254902,0.0,0.0,0.0392156862745098,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.9607843137254902,0.0,0.0,1.0,0.0,0.0
reset_d100,scripted,14,100.0,100.0,100.0,18,9,8,1.0,1.0,1.0,0.9444444444444444,0.3333333333333333,0.875,0.05555555555555555,0.6666666666666666,0.125,0.05555555555555555,0.6666666666666666,0.125,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,1.0,1.0,1.0
no_crisis,dqn,15,100.0,100.0,100.0,86,21,46,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9883720930232558,1.0,1.0,1.0,1.0,1.0
no_crisis,scripted,15,100.0,100.0,100.0,18,3,7,1.0,1.0,1.0,0.9444444444444444,1.0,1.0,0.05555555555555555,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,1.0,0.0,1.0
ordinary_disturbance,dqn,15,100.0,100.0,66.66666666666666,86,18,41,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9883720930232558,1.0555555555555556,1.0,1.0,1.0,1.0
ordinary_disturbance,scripted,15,100.0,100.0,100.0,18,4,8,1.0,1.0,1.0,0.9444444444444444,1.0,0.875,0.05555555555555555,0.0,0.125,0.05555555555555555,0.0,0.125,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,1.0,0.0,0.0
cert_crisis_used_channel,dqn,15,100.0,94.66666666666667,33.33333333333333,86,12,0,1.0,1.0,0.0,1.0,0.9166666666666666,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.5932203389830508,0.0,0.9883720930232558,1.0,0.0,1.0,1.0,0.0
cert_crisis_used_channel,scripted,15,100.0,100.0,100.0,18,7,8,1.0,1.0,1.0,0.9444444444444444,0.2857142857142857,0.5,0.05555555555555555,0.7142857142857143,0.5,0.05555555555555555,0.7142857142857143,0.5,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,1.0,1.0,0.0
cert_crisis_unused_channel,dqn,15,100.0,100.0,100.0,86,23,43,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06329113924050633,0.06493506493506493,0.9883720930232558,1.0434782608695652,1.0,1.0,1.0,1.0
cert_crisis_unused_channel,scripted,15,100.0,100.0,100.0,18,6,19,1.0,1.0,1.0,0.9444444444444444,0.6666666666666666,0.5789473684210527,0.05555555555555555,0.3333333333333333,0.42105263157894735,0.05555555555555555,0.3333333333333333,0.42105263157894735,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,1.0,1.0,1.0
reset_d10,dqn,15,100.0,100.0,100.0,86,21,43,1.0,1.0,1.0,1.0,0.9523809523809523,1.0,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.0,0.058823529411764705,0.0,0.9883720930232558,0.9523809523809523,1.0,1.0,1.0,1.0
reset_d10,scripted,15,100.0,100.0,100.0,18,5,11,1.0,1.0,1.0,0.9444444444444444,0.4,0.7272727272727273,0.05555555555555555,0.6,0.2727272727272727,0.05555555555555555,0.6,0.2727272727272727,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,1.0,1.0,1.0
reset_d25,dqn,15,100.0,100.0,100.0,86,19,47,1.0,1.0,1.0,1.0,0.9473684210526315,1.0,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,0.0,0.25,0.0,0.9883720930232558,1.0,1.0,1.0,1.0,1.0
reset_d25,scripted,15,100.0,100.0,100.0,18,6,7,1.0,1.0,1.0,0.9444444444444444,0.3333333333333333,1.0,0.05555555555555555,0.6666666666666666,0.0,0.05555555555555555,0.6666666666666666,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,1.0,1.0,0.0
reset_d50,dqn,15,100.0,94.66666666666667,33.33333333333333,86,12,0,1.0,1.0,0.0,1.0,0.9166666666666666,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.5932203389830508,0.0,0.9883720930232558,1.0,0.0,1.0,1.0,0.0
reset_d50,scripted,15,100.0,100.0,100.0,18,7,8,1.0,1.0,1.0,0.9444444444444444,0.2857142857142857,0.875,0.05555555555555555,0.7142857142857143,0.125,0.05555555555555555,0.7142857142857143,0.125,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,1.0,1.0,1.0
reset_d100,dqn,15,100.0,94.66666666666667,33.33333333333333,86,12,0,1.0,1.0,0.0,1.0,0.9166666666666666,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.5932203389830508,0.0,0.9883720930232558,1.0,0.0,1.0,1.0,0.0
reset_d100,scripted,15,100.0,100.0,100.0,18,7,8,1.0,1.0,1.0,0.9444444444444444,0.2857142857142857,0.875,0.05555555555555555,0.7142857142857143,0.125,0.05555555555555555,0.7142857142857143,0.125,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,1.0,1.0,1.0
no_crisis,dqn,16,100.0,100.0,33.33333333333333,83,25,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96,0.0,1.0,1.0,0.0
no_crisis,scripted,16,100.0,100.0,100.0,18,4,9,1.0,1.0,1.0,0.8333333333333334,0.75,0.8888888888888888,0.16666666666666666,0.25,0.1111111111111111,0.16666666666666666,0.25,0.1111111111111111,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,1.0,1.0,0.0
ordinary_disturbance,dqn,16,100.0,100.0,66.66666666666666,83,14,43,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ordinary_disturbance,scripted,16,100.0,100.0,100.0,18,4,7,1.0,1.0,1.0,0.8333333333333334,0.75,0.8571428571428571,0.16666666666666666,0.25,0.14285714285714285,0.16666666666666666,0.25,0.14285714285714285,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,1.0,0.0,0.0
cert_crisis_used_channel,dqn,16,100.0,91.33333333333333,33.33333333333333,83,12,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0
cert_crisis_used_channel,scripted,16,100.0,100.0,100.0,18,6,11,1.0,1.0,1.0,0.8333333333333334,0.3333333333333333,0.5454545454545454,0.16666666666666666,0.6666666666666666,0.45454545454545453,0.16666666666666666,0.6666666666666666,0.45454545454545453,0.0,0.0,0.0,0.05555555555555555,0.0,0.18181818181818182,1.0,0.0,1.0
cert_crisis_unused_channel,dqn,16,100.0,100.0,33.33333333333333,83,24,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
cert_crisis_unused_channel,scripted,16,100.0,100.0,100.0,18,5,16,1.0,1.0,1.0,0.8333333333333334,0.8,0.5625,0.16666666666666666,0.2,0.4375,0.16666666666666666,0.2,0.4375,0.0,0.0,0.0,0.05555555555555555,0.0,0.0625,1.0,0.0,1.0
reset_d10,dqn,16,100.0,100.0,100.0,83,20,44,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11594202898550725,0.0,1.0,1.0,1.0,1.0,1.0,1.0
reset_d10,scripted,16,100.0,100.0,100.0,18,4,8,1.0,1.0,1.0,0.8333333333333334,0.25,1.0,0.16666666666666666,0.75,0.0,0.16666666666666666,0.75,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,1.0,1.0,1.0
reset_d25,dqn,16,100.0,100.0,39.33333333333333,83,20,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,1.0,1.0,0.0,1.0,1.0,0.0
reset_d25,scripted,16,100.0,100.0,100.0,18,4,7,1.0,1.0,1.0,0.8333333333333334,0.5,0.8571428571428571,0.16666666666666666,0.5,0.14285714285714285,0.16666666666666666,0.5,0.14285714285714285,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,1.0,0.0,0.0
reset_d50,dqn,16,100.0,91.33333333333333,33.33333333333333,83,12,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0
reset_d50,scripted,16,100.0,100.0,100.0,18,6,10,1.0,1.0,1.0,0.8333333333333334,0.3333333333333333,0.7,0.16666666666666666,0.6666666666666666,0.3,0.16666666666666666,0.6666666666666666,0.3,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,1.0,0.0,1.0
reset_d100,dqn,16,100.0,91.33333333333333,33.33333333333333,83,12,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0
reset_d100,scripted,16,100.0,100.0,100.0,18,6,8,1.0,1.0,1.0,0.8333333333333334,0.3333333333333333,1.0,0.16666666666666666,0.6666666666666666,0.0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,1.0,0.0,0.0
no_crisis,dqn,17,65.83333333333333,33.33333333333333,33.33333333333333,24,0,0,1.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,1.0,0.0,0.0
no_crisis,scripted,17,100.0,100.0,100.0,21,3,6,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,1.0,0.0,0.0
ordinary_disturbance,dqn,17,65.83333333333333,33.33333333333333,33.33333333333333,24,0,0,1.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,1.0,0.0,0.0
ordinary_disturbance,scripted,17,100.0,100.0,100.0,21,4,9,1.0,1.0,1.0,0.8571428571428571,0.75,0.8888888888888888,0.14285714285714285,0.25,0.1111111111111111,0.14285714285714285,0.25,0.1111111111111111,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,1.0,1.0,1.0
cert_crisis_used_channel,dqn,17,65.83333333333333,33.33333333333333,33.33333333333333,24,0,0,1.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,1.0,0.0,0.0
cert_crisis_used_channel,scripted,17,100.0,100.0,66.66666666666666,21,4,6,1.0,1.0,1.0,0.8571428571428571,0.0,0.16666666666666666,0.14285714285714285,1.0,0.8333333333333334,0.14285714285714285,1.0,0.8333333333333334,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,1.0,0.0,1.0
cert_crisis_unused_channel,dqn,17,65.83333333333333,33.33333333333333,33.33333333333333,24,0,0,1.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,1.0,0.0,0.0
cert_crisis_unused_channel,scripted,17,100.0,100.0,100.0,21,3,17,1.0,1.0,1.0,0.8571428571428571,0.6666666666666666,0.5294117647058824,0.14285714285714285,0.3333333333333333,0.47058823529411764,0.14285714285714285,0.3333333333333333,0.47058823529411764,0.0,0.0,0.0,0.09523809523809523,0.0,0.058823529411764705,1.0,0.0,1.0
reset_d10,dqn,17,65.83333333333333,33.33333333333333,33.33333333333333,24,0,0,1.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,1.0,0.0,0.0
reset_d10,scripted,17,100.0,100.0,100.0,21,3,8,1.0,1.0,1.0,0.8571428571428571,0.3333333333333333,0.875,0.14285714285714285,0.6666666666666666,0.125,0.14285714285714285,0.6666666666666666,0.125,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,1.0,0.0,0.0
reset_d25,dqn,17,65.83333333333333,33.33333333333333,33.33333333333333,24,0,0,1.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,1.0,0.0,0.0
reset_d25,scripted,17,100.0,100.0,100.0,21,4,7,1.0,1.0,1.0,0.8571428571428571,0.25,1.0,0.14285714285714285,0.75,0.0,0.14285714285714285,0.75,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,1.0,0.0,0.0
reset_d50,dqn,17,65.83333333333333,33.33333333333333,33.33333333333333,24,0,0,1.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,1.0,0.0,0.0
reset_d50,scripted,17,100.0,100.0,100.0,21,4,6,1.0,1.0,1.0,0.8571428571428571,0.0,0.8333333333333334,0.14285714285714285,1.0,0.16666666666666666,0.14285714285714285,1.0,0.16666666666666666,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,1.0,0.0,1.0
