rhoP,theta,s,open_regime,closed_regime,final_regime,B_open,B_closed,P_open,P_closed,U_open,U_closed
0.02,0.2694736842105263,1.4578947368421054,open,closed,bistable,0.013968703223423027,1.0,0.8991073448471725,0.08701494802358994,0.11307814899322574,0.7707189142881964
0.02,0.2694736842105263,1.5263157894736843,open,closed,bistable,0.01411777760200882,1.0,0.898702389619984,0.08689043240541089,0.11307911337461639,0.7715764541609844
0.02,0.2694736842105263,1.5947368421052632,open,closed,bistable,0.014274677130425222,1.0,0.8982839902574926,0.08673661746128818,0.11308012975774138,0.7720626648482232
0.02,0.2694736842105263,1.6631578947368422,open,closed,bistable,0.014439818190698464,1.0,0.8978519287397241,0.08662826077263142,0.11308120106859038,0.7723781357537369
0.02,0.2694736842105263,1.731578947368421,open,closed,bistable,0.0146136385985138,1.0,0.8974060062904166,0.08652224060077461,0.11308233039784749,0.7725601853875308
0.02,0.2694736842105263,1.8,open,closed,bistable,0.014796598494640337,1.0,0.8969460455674804,0.08638974923476818,0.11308352100911914,0.7726310086128213
0.02,0.28210526315789475,0.5,open,open,open,0.012139492101932017,0.013978372024078532,0.9035153196508284,0.5016193197049272,0.11306717425773061,0.3187735680694409
0.02,0.28210526315789475,0.5684210526315789,open,open,open,0.012193973882431828,0.014634449211262364,0.9032694094428377,0.48869546471018144,0.11306755650716084,0.3190855472172415
0.02,0.28210526315789475,0.6368421052631579,open,open,open,0.0122512766647161,0.015376150583416546,0.9030140493370308,0.47548345570237316,0.11306795821937243,0.31943342272813513
0.02,0.28210526315789475,0.7052631578947368,open,open,open,0.012311551329636074,0.01624065439326289,0.9027489360243628,0.4621325792659568,0.11306838044078749,0.31983101443873596
0.02,0.28210526315789475,0.7736842105263158,open,open,open,0.012374957076642263,0.01717347486761331,0.9024737633920583,0.4492711353372025,0.11306882427688386,0.3202524695559435
0.02,0.28210526315789475,0.8421052631578947,open,open,open,0.012441661886507813,0.018312089285292238,0.9021882233475489,0.4360310216839327,0.11306929089560012,0.32076513601463735
0.02,0.28210526315789475,0.9105263157894737,open,open,open,0.012511843008111773,0.019564759220247193,0.9018920067431001,0.4232026081317519,0.11306978153093104,0.3213272411955077
0.02,0.28210526315789475,0.9789473684210527,open,open,open,0.01258568747011479,0.021038578962819254,0.9015848044055388,0.4102111781919978,0.11307029748672198,0.3219917191835231
0.02,0.28210526315789475,1.0473684210526315,open,open,open,0.012663392618304885,0.02268877059689416,0.9012663082746895,0.39755728089568876,0.11307084014067204,0.3227341420646319
0.02,0.28210526315789475,1.1157894736842104,open,open,open,0.012745166679316548,0.02455329818222128,0.9009362126531331,0.38507571640914623,0.11307141094855518,0.32357248340267986
0.02,0.28210526315789475,1.1842105263157894,open,open,open,0.012831229351327474,0.02670948309993136,0.90059421556864,0.3722314934321209,0.11307201144867067,0.32455086275529704
0.02,0.28210526315789475,1.2526315789473683,open,open,open,0.012921812422211907,0.029140473597088126,0.9002400202491648,0.35888813824185983,0.11307264326653196,0.3256688971132663
0.02,0.28210526315789475,1.3210526315789475,open,closed,bistable,0.013017160415470418,0.8940461647495738,0.8998733367085856,0.07005890898755993,0.11307330811980357,0.741990197382791
0.02,0.28210526315789475,1.3894736842105264,open,closed,bistable,0.013117531264059942,1.0,0.8994938834393876,0.0853170237634433,0.11307400782349876,0.7671648488862324
0.02,0.28210526315789475,1.4578947368421054,open,closed,bistable,0.01322319701200767,1.0,0.8991013892063813,0.08653560137800442,0.11307474429544345,0.7698602985900549
0.02,0.28210526315789475,1.5263157894736843,open,closed,bistable,0.0133344445434015,1.0,0.8986955949331441,0.08659515684732541,0.11307551956202014,0.7710691019991911
0.02,0.28210526315789475,1.5947368421052632,open,closed,bistable,0.013451576338001685,1.0,0.8982762556704142,0.08658180681229313,0.11307633576419539,0.7717798099961315
0.02,0.28210526315789475,1.6631578947368422,open,closed,bistable,0.013574911252302289,1.0,0.8978431426330694,0.08654833811265333,0.11307719516384232,0.7722186962909242
0.02,0.28210526315789475,1.731578947368421,open,closed,bistable,0.013704785324381604,1.0,0.8973960452897101,0.08644044048544022,0.11307810015035792,0.772433075599501
0.02,0.28210526315789475,1.8,open,closed,bistable,0.013841552600304308,1.0,0.8969347734863369,0.08638982568295264,0.11307905324758219,0.7725961659155519
0.02,0.29473684210526313,0.5,open,open,open,0.01134342790287709,0.012780478117660246,0.9038141825780015,0.5006587754279642,0.11552694592986057,0.3184294076170406
0.02,0.29473684210526313,0.5684210526315789,open,open,open,0.011442324197094506,0.013271609959182832,0.9035173896505433,0.4871886599949245,0.11524926516037579,0.31868928156024845
0.02,0.29473684210526313,0.6368421052631579,open,open,open,0.011656068572318408,0.0138327147734391,0.9031578304592675,0.4732558579137165,0.11442210439482452,0.31898066454988205
0.02,0.29473684210526313,0.7052631578947368,open,open,open,0.011989167216609465,0.014484061816306243,0.9027481115589008,0.4591410067795219,0.11306696941616698,0.31930954731411915
0.02,0.29473684210526313,0.7736842105263158,open,open,open,0.012036320302083226,0.015206753043551062,0.9024727760822017,0.4452256818597455,0.11306733721473991,0.31966618158942023
0.02,0.29473684210526313,0.8421052631578947,open,open,open,0.012085933399184552,0.016055898337455046,0.9021870503531632,0.43120546442757207,0.11306772344675096,0.3200779403393241
0.02,0.29473684210526313,0.9105263157894737,open,open,open,0.012138139505917543,0.01700589836123003,0.9018906224454063,0.41734047870301966,0.11306812908109824,0.3205354375373253
0.02,0.29473684210526313,0.9789473684210527,open,open,open,0.012193079065022839,0.01808568339936936,0.9015831801011336,0.4035622854689239,0.11306855513964538,0.3210540649101645
0.02,0.29473684210526313,1.0473684210526315,open,open,open,0.012250900387301216,0.0193182320845279,0.9012644118394633,0.38988251580324057,0.1130690027001746,0.3216447353844146
0.02,0.29473684210526313,1.1157894736842104,open,open,open,0.01231176009779188,0.020777904896888844,0.9009340081736565,0.3759052250519758,0.11306947289950796,0.3223457167282904
0.02,0.29473684210526313,1.1842105263157894,open,open,open,0.012375823605696406,0.02240586141243105,0.900591662938508,0.36204602218188775,0.11306996693680506,0.3231273913627961
0.02,0.29473684210526313,1.2526315789473683,open,open,open,0.012443265598904097,0.0242255216215962,0.9002370747276967,0.34795132387094063,0.11307048607705106,0.32400669863518144
0.02,0.29473684210526313,1.3210526315789475,open,open,open,0.012514270563923218,0.026350376740141724,0.899869948439216,0.3321312012099697,0.11307103165474469,0.32506421633619376
0.02,0.29473684210526313,1.3894736842105264,open,closed,bistable,0.012589033331950465,0.9368175702604514,0.8994899969250525,0.07180162667556525,0.11307160507780106,0.7560037656608777
0.02,0.29473684210526313,1.4578947368421054,open,closed,bistable,0.01266775965171553,1.0,0.8990969427392146,0.08539075027363219,0.11307220783168098,0.7683351561061027
0.02,0.29473684210526313,1.5263157894736843,open,closed,bistable,0.012750666789614364,1.0,0.8986905199758191,0.08615559830544862,0.1130728414837639,0.7703408390551134
0.02,0.29473684210526313,1.5947368421052632,open,closed,bistable,0.012837984157488425,1.0,0.8982704761865868,0.08635035582587691,0.11307350768797561,0.7713736133220661
0.02,0.29473684210526313,1.6631578947368422,open,closed,bistable,0.012929953968212813,1.0,0.8978365743645156,0.08638860410007743,0.11307420818968944,0.7719557514854641
0.02,0.29473684210526313,1.731578947368421,open,closed,bistable,0.013026831919017197,1.0,0.8973885949779847,0.08635880036563919,0.113074944830914,0.7722863933974554
0.02,0.29473684210526313,1.8,open,closed,bistable,0.013128887902173772,1.0,0.8969263380370893,0.08630681890150815,0.11307571955578317,0.772477187683151
0.02,0.30736842105263157,0.5,open,open,open,0.010785187793866108,0.011930227704755707,0.9040097695523589,0.49963949654173684,0.11721525421854341,0.3181895607733353
0.02,0.30736842105263157,0.5684210526315789,open,open,open,0.010873757687184354,0.012269039373201793,0.9036997374707575,0.4859589478286221,0.11693158661520062,0.318397999910551
0.02,0.30736842105263157,0.6368421052631579,open,open,open,0.010963938413148619,0.012732617138284196,0.9033836581553865,0.47119269519304935,0.11664887030361232,0.3186631082421013
0.02,0.30736842105263157,0.7052631578947368,open,open,open,0.011055791048102564,0.013161240056032414,0.903061430971274,0.4569375471023794,0.11636712472889056,0.31891174471134887
0.02,0.30736842105263157,0.7736842105263158,open,open,open,0.011149380025334546,0.013740859807343525,0.9027329592384182,0.4420974640200124,0.11608637052706712,0.31922542674308785
0.02,0.30736842105263157,0.8421052631578947,open,open,open,0.01130086731987098,0.014341238836398842,0.9023774559026285,0.4277088860717806,0.11552755923158464,0.3195452210209586
0.02,0.30736842105263157,0.9105263157894737,open,open,open,0.011511613515103061,0.015072561180661697,0.902002217078908,0.4129949399554308,0.1146971029143382,0.319925719964447
0.02,0.30736842105263157,0.9789473684210527,open,open,open,0.011901157260294615,0.01591347358509446,0.9015819711500421,0.39820190258414506,0.11306725969029437,0.32035987668090293
0.02,0.30736842105263157,1.0473684210526315,open,open,open,0.011944156032363968,0.016850678689096246,0.9012630000799059,0.38358391081960275,0.11306763638193353,0.3208416680369294
0.02,0.30736842105263157,1.1157894736842104,open,open,open,0.011989420211325166,0.017883291180111057,0.9009323667678683,0.3692823100841852,0.11306803158042986,0.3213690493343737
0.02,0.30736842105263157,1.1842105263157894,open,open,open,0.012037073877796522,0.019108819532521776,0.9005897618989246,0.3546512339501613,0.11306844622793176,0.3219931959942962
0.02,0.30736842105263157,1.2526315789473683,open,open,open,0.01208724817094139,0.020534515616100407,0.9002348805819284,0.3395438238535526,0.11306888131579118,0.32272227121068553
0.02,0.30736842105263157,1.3210526315789475,open,open,open,0.012140081697396084,0.02211161840341455,0.8998674238636651,0.3238886958339566,0.11306933788721632,0.32353788458000027
0.02,0.30736842105263157,1.3894736842105264,open,open,open,0.0121957209627433,0.023965719458589465,0.8994871003449227,0.3051618524866681,0.11306981704009063,0.32454255002451743
0.02,0.30736842105263157,1.4578947368421054,open,closed,bistable,0.012254320826435537,0.9639613206770947,0.8990936278925871,0.0731133564437186,0.11307031992997178,0.7633548129197438
0.02,0.30736842105263157,1.5263157894736843,open,closed,bistable,0.01231604498104128,1.0,0.8986867354394716,0.08535917424508667,0.11307084777328463,0.7691900836166458
0.02,0.30736842105263157,1.5947368421052632,open,closed,bistable,0.012381066456635363,1.0,0.8982661648612362,0.085966528339376,0.11307140185072716,0.7707587751133581
0.02,0.30736842105263157,1.6631578947368422,open,closed,bistable,0.012449568151085593,1.0,0.8978316729171935,0.08614973356689633,0.11307198351090719,0.7715803011557086
0.02,0.30736842105263157,1.731578947368421,open,closed,bistable,0.012521743386892839,1.0,0.897383033239358,0.08627734772476842,0.11307259417422807,0.7721112210392695
0.02,0.30736842105263157,1.8,open,closed,bistable,0.012597796495119093,1.0,0.8969200383516769,0.08630696322832347,0.11307323533704598,0.7724122262865839
0.02,0.32,0.5,open,open,open,0.010447799578488284,0.011284457796408815,0.9041063550102382,0.49897267781043386,0.11807184179370611,0.3180049734950747
0.02,0.32,0.5684210526315789,open,open,open,0.010472952207552894,0.011577780851807688,0.9038195034410719,0.48463538316554894,0.11807210769180658,0.3182036177308812
0.02,0.32,0.6368421052631579,open,open,open,0.010554674015353179,0.011842144132638796,0.9034941584493517,0.47015228601165504,0.11778570216552793,0.31839374546806914
0.02,0.32,0.7052631578947368,open,open,open,0.010582324871159586,0.01223694738792809,0.9031874811902413,0.45480523337761475,0.11778599173983334,0.3186412882864334
0.02,0.32,0.7736842105263158,open,open,open,0.010666658160735627,0.01260341090637376,0.9028466544079023,0.4400306969386366,0.11750049753023116,0.3188736667143114
0.02,0.32,0.8421052631578947,open,open,open,0.010752457990980608,0.013071951345556429,0.9024990919678186,0.4249619250737794,0.11721591975869199,0.31914990665888804
0.02,0.32,0.9105263157894737,open,open,open,0.010839779812923288,0.013621773091441327,0.9021447004453496,0.409747555778782,0.11693227571106868,0.31946316513211703
0.02,0.32,0.9789473684210527,open,open,open,0.010928682171971913,0.014253622332899143,0.9017833930844837,0.3944159957786365,0.11664958372834994,0.31981671450321425
0.02,0.32,1.0473684210526315,open,open,open,0.011019226925408515,0.014952064977529005,0.9014150908426133,0.3792027601525026,0.11636786327193978,0.32020434293043754
0.02,0.32,1.1157894736842104,open,open,open,0.011167731795831573,0.01571989998012927,0.9010305929209119,0.36423694282851543,0.11580703920931376,0.32062685079773445
0.02,0.32,1.1842105263157894,open,open,open,0.011318588926192004,0.016649047363383303,0.9006447168713066,0.34895056670524227,0.11525032195196692,0.3211321098780452
0.02,0.32,1.2526315789473683,open,open,open,0.011822537429663115,0.017712827189893213,0.9002332476065447,0.33349370481876234,0.113067688173461,0.321707943322246
0.02,0.32,1.3210526315789475,open,open,open,0.011861825869584524,0.01889347024941239,0.8998655446227931,0.31775067682844993,0.11306807841573306,0.3223486217884142
0.02,0.32,1.3894736842105264,open,open,open,0.011903206070118582,0.020277896516212007,0.8994849437663114,0.3004385760676625,0.11306848729634782,0.3231152682099548
0.02,0.32,1.4578947368421054,open,closed,bistable,0.011946794171957358,0.8120273680309593,0.8990911593817315,0.04926574122067211,0.11306891572094717,0.7158927118903372
0.02,0.32,1.5263157894736843,open,closed,bistable,0.011992713031792303,0.9851388302985488,0.8986839165192048,0.07589577485633084,0.11306936463968975,0.7673510186627819
0.02,0.32,1.5947368421052632,open,closed,bistable,0.012041092618524025,1.0,0.8982629527795926,0.08535773008374682,0.11306983504964238,0.7698444893017017
0.02,0.32,1.6631578947368422,open,closed,bistable,0.012092070431734549,1.0,0.897828020221573,0.08591210541088407,0.11307032799735683,0.7711336900960908
0.02,0.32,1.731578947368421,open,closed,bistable,0.012145791943336835,1.0,0.8973788873150337,0.08611455973106179,0.11307084458164998,0.7718260706071508
0.02,0.32,1.8,open,closed,bistable,0.012202411063282997,1.0,0.8969153409226992,0.08614122968793189,0.11307138595661094,0.7721814825805878
0.05,0.08,0.5,intermediate,intermediate,intermediate,0.29478928057791154,0.31375248584262927,0.9206534202496848,0.867142738322005,0.32722677647465237,0.33886146654102217
0.05,0.08,0.5684210526315789,intermediate,intermediate,intermediate,0.31358971832175975,0.3327883636284977,0.916647077403406,0.8674441484338606,0.3285353797493098,0.3401782609020569
0.05,0.08,0.6368421052631579,intermediate,closed,bistable,0.33253353096947114,1.0,0.9124813733605794,0.2393156095449153,0.3300543985591715,0.7381913801387419
0.05,0.08,0.7052631578947368,intermediate,closed,bistable,0.35162340558662564,1.0,0.9081623138570845,0.19600678778884878,0.3317484641995932,0.7518585628947602
0.05,0.08,0.7736842105263158,intermediate,closed,bistable,0.3707865053661077,1.0,0.9037140167465161,0.16567630767301167,0.33360243493142,0.7591614782303757
0.05,0.08,0.8421052631578947,intermediate,closed,bistable,0.39008279012863556,1.0,0.8991158928351161,0.14180007038174972,0.33560531813469624,0.7640280059307804
0.05,0.08,0.9105263157894737,intermediate,closed,bistable,0.4094518852078935,1.0,0.8943867607293278,0.12300635989164822,0.3377523874401507,0.7674866020627791
0.05,0.08,0.9789473684210527,intermediate,closed,bistable,0.4289231349694975,1.0,0.8895084875248068,0.1087757496385363,0.34004754207784105,0.7697950338154852
0.05,0.08,1.0473684210526315,intermediate,closed,bistable,0.4484879868389452,1.0,0.8844771994915619,0.09796349753707392,0.342494343053071,0.7714827431100917
0.05,0.08,1.1157894736842104,intermediate,closed,bistable,0.4681413064284961,1.0,0.8792880074713386,0.08994868648582241,0.34509709500944385,0.7727049051871484
0.05,0.08,1.1842105263157894,intermediate,closed,bistable,0.4878807798042162,1.0,0.8739350096524108,0.08406015234527103,0.34786088138690696,0.7735150574938742
0.05,0.08,1.2526315789473683,intermediate,closed,bistable,0.5077063841200524,1.0,0.8684112863700469,0.0797647689192149,0.3507915925271614,0.7740932657963979
0.05,0.08,1.3210526315789475,intermediate,closed,bistable,0.5276199222852702,1.0,0.8627088857933107,0.07665795322518586,0.3538959495498677,0.7745038205442878
0.05,0.08,1.3894736842105264,intermediate,closed,bistable,0.5476760812384727,1.0,0.8567787305903146,0.07455429797903054,0.3572023416032009,0.7748475619144947
0.05,0.08,1.4578947368421054,closed,closed,closed,0.5678850271964473,1.0,0.8506016629357367,0.07296669199784343,0.36072560281044014,0.7750496700735373
0.05,0.08,1.5263157894736843,closed,closed,closed,0.5882038433059926,1.0,0.8442028484294936,0.07183326347301512,0.36445675259400767,0.775192075052162
0.05,0.08,1.5947368421052632,closed,closed,closed,0.6086972480311101,1.0,0.8375198220759371,0.0710256783635099,0.36843411377169916,0.7752923274152992
0.05,0.08,1.6631578947368422,closed,closed,closed,0.629439535898189,1.0,0.8304759606064793,0.07045103513777419,0.3727064947490722,0.7753628614921093
0.05,0.08,1.731578947368421,closed,closed,closed,0.6506295524216013,1.0,0.8230888021209465,0.0700425133941854,0.3772464075444842,0.7754124703285298
0.05,0.08,1.8,closed,closed,closed,0.6805403242631334,1.0,0.8107545046087753,0.06975226324173636,0.38465828940390545,0.7754473568841712
0.05,0.09263157894736843,0.5,intermediate,intermediate,intermediate,0.2395369863899197,0.25793453987680826,0.9188257571095138,0.85662002238962,0.32531108129620756,0.3361572953793297
0.05,0.09263157894736843,0.5684210526315789,intermediate,intermediate,intermediate,0.25692326255212666,0.27542257121159436,0.9144435068461058,0.8573153053049177,0.3263584317637178,0.33741918083452777
0.05,0.09263157894736843,0.6368421052631579,intermediate,intermediate,intermediate,0.27450097694641146,0.29331118816762375,0.9098868343321123,0.8566306617373948,0.3276967621811417,0.3389389042839505
0.05,0.09263157894736843,0.7052631578947368,intermediate,closed,bistable,0.2923097521523785,1.0,0.905165527786262,0.20293835613107422,0.3292422270662269,0.748094403150768
0.05,0.09263157894736843,0.7736842105263158,intermediate,closed,bistable,0.3103945324050276,1.0,0.9002632043593738,0.16758406475481744,0.3309634148483073,0.7579189661609531
0.05,0.09263157894736843,0.8421052631578947,intermediate,closed,bistable,0.32864199969378816,1.0,0.8952253093114704,0.14247530946137996,0.3328545440923261,0.7634717180921694
0.05,0.09263157894736843,0.9105263157894737,intermediate,closed,bistable,0.3471111084912834,1.0,0.8900205009701851,0.12343558461275422,0.3349075626945338,0.7670840166930492
0.05,0.09263157894736843,0.9789473684210527,intermediate,closed,bistable,0.3657417627975056,1.0,0.8846754025262074,0.10889540785185892,0.3371172196479432,0.7696050120063819
0.05,0.09263157894736843,1.0473684210526315,intermediate,closed,bistable,0.3845624809286581,1.0,0.8791661913512466,0.09796696755861456,0.339489299626364,0.7714341877265932
0.05,0.09263157894736843,1.1157894736842104,intermediate,closed,bistable,0.4035645703083759,1.0,0.8734895302485802,0.0899327069976611,0.34202813235542456,0.7725943991359383
0.05,0.09263157894736843,1.1842105263157894,intermediate,closed,bistable,0.42274294192343986,1.0,0.867640906465055,0.08406115090838472,0.3447388471348272,0.7734953898216416
0.05,0.09263157894736843,1.2526315789473683,intermediate,closed,bistable,0.4420955423263375,1.0,0.8616146459459078,0.07976529287676103,0.3476274159961333,0.774080547455321
0.05,0.09263157894736843,1.3210526315789475,intermediate,closed,bistable,0.46167122936260196,1.0,0.855361359056772,0.07665822346894725,0.3507190757642013,0.7744956038546634
0.05,0.09263157894736843,1.3894736842105264,intermediate,closed,bistable,0.481427840943549,1.0,0.8489092764036514,0.0744242763880168,0.35400750477998105,0.7747890004616538
0.05,0.09263157894736843,1.4578947368421054,intermediate,closed,bistable,0.5013705214689815,1.0,0.8422489176940289,0.0729667591947095,0.3575015305621362,0.7750463806484437
0.05,0.09263157894736843,1.5263157894736843,intermediate,closed,bistable,0.5216141326354445,1.0,0.8352653661076348,0.0718332970367011,0.3612611892009074,0.7751899537861688
0.05,0.09263157894736843,1.5947368421052632,intermediate,closed,bistable,0.5420678686166311,1.0,0.8280372306687178,0.0710256950183084,0.365256803162214,0.7752909596622074
0.05,0.09263157894736843,1.6631578947368422,closed,closed,closed,0.5628009406620833,1.0,0.8204915454161481,0.07045104335818315,0.3695310378150391,0.7753619796394617
0.05,0.09263157894736843,1.731578947368421,closed,closed,closed,0.5838938724206181,1.0,0.8125401623198545,0.07004251743376147,0.37413796856939624,0.7754119017535466
0.05,0.09263157894736843,1.8,closed,closed,closed,0.606707887350018,1.0,0.8036544084222138,0.06975226521949922,0.37930192029804294,0.7754469902754677
0.05,0.10526315789473684,0.5,open,intermediate,bistable,0.19214876147200244,0.20996396048775426,0.9171509012285586,0.8455578459797977,0.3238393623932357,0.3335185252367388
0.05,0.10526315789473684,0.5684210526315789,intermediate,intermediate,intermediate,0.20790391646103332,0.22577156815609237,0.9123743944172836,0.8462530068242176,0.3245402715726428,0.3347792346110416
0.05,0.10526315789473684,0.6368421052631579,intermediate,intermediate,intermediate,0.22392257739678825,0.24207302467812006,0.9073934802854571,0.8456233701757915,0.3256280365179698,0.33625756492677694
0.05,0.10526315789473684,0.7052631578947368,intermediate,closed,bistable,0.24028709869168405,1.0,0.9022085887659296,0.21819915967778392,0.32696929370356104,0.7402127985351992
0.05,0.10526315789473684,0.7736842105263158,intermediate,closed,bistable,0.2569559784706718,1.0,0.8968466871261341,0.1714145006847095,0.32852685660548725,0.7556214889550208
0.05,0.10526315789473684,0.8421052631578947,intermediate,closed,bistable,0.27393530990852666,1.0,0.8913062865138777,0.14382366728109167,0.3302722613713734,0.76248184949902
0.05,0.10526315789473684,0.9105263157894737,intermediate,closed,bistable,0.29119630219120496,1.0,0.8856005350841554,0.12387206407814659,0.3321948679885183,0.766632379493267
0.05,0.10526315789473684,0.9789473684210527,intermediate,closed,bistable,0.30875738191215363,1.0,0.8797083682327301,0.10901818589920485,0.3342931096098463,0.7693855544692018
0.05,0.10526315789473684,1.0473684210526315,intermediate,closed,bistable,0.3265595759894109,1.0,0.8736659203135831,0.09801065793191663,0.336561517743401,0.7712738356433361
0.05,0.10526315789473684,1.1157894736842104,intermediate,closed,bistable,0.3446318283105915,1.0,0.867442765754015,0.08993529789797743,0.3390075658962758,0.7725521061939573
0.05,0.10526315789473684,1.1842105263157894,intermediate,closed,bistable,0.36296623439784803,1.0,0.8610364289383902,0.08406249817284973,0.3416364572091124,0.7734688510845064
0.05,0.10526315789473684,1.2526315789473683,intermediate,closed,bistable,0.38155860223056365,1.0,0.8544430864982278,0.0797659996853283,0.3444542479170391,0.7740634428230945
0.05,0.10526315789473684,1.3210526315789475,intermediate,closed,bistable,0.40045523136515887,1.0,0.8476085097290426,0.07665858783620899,0.34748569783051897,0.7744845472854025
0.05,0.10526315789473684,1.3894736842105264,intermediate,closed,bistable,0.4196142352605945,1.0,0.8405684660877936,0.07442446178267717,0.35072550128495944,0.7747818593465281
0.05,0.10526315789473684,1.4578947368421054,intermediate,closed,bistable,0.4390914744023827,1.0,0.833259115760045,0.07296684976956677,0.35420513833708495,0.7750418083812776
0.05,0.10526315789473684,1.5263157894736843,intermediate,closed,bistable,0.45884774138105316,1.0,0.8257198261309208,0.07183334226006279,0.35791705418435854,0.7751870970812892
0.05,0.10526315789473684,1.5947368421052632,intermediate,closed,bistable,0.47894818116237914,1.0,0.8178766962623788,0.07102571745727708,0.36190017912898415,0.7752891175057984
0.05,0.10526315789473684,1.6631578947368422,intermediate,closed,bistable,0.49946995156416213,1.0,0.8096401970426452,0.07045105443305277,0.3662049377901797,0.775360791828688
0.05,0.10526315789473684,1.731578947368421,intermediate,closed,bistable,0.5203225916575746,1.0,0.8011132975925714,0.07004252287590168,0.3707969262730686,0.7754111358737094
0.05,0.10526315789473684,1.8,intermediate,closed,bistable,0.5417818637665722,1.0,0.7920449231550719,0.06975226788391017,0.37579949817623365,0.7754464964311069
0.05,0.11789473684210526,0.5,open,open,open,0.15197634061618867,0.16953234774955336,0.9157638077078285,0.833885175401834,0.32299043146601886,0.33103647402727443
0.05,0.11789473684210526,0.5684210526315789,open,open,open,0.16608264480792403,0.18345575389331015,0.9105651180441598,0.8345214787127206,0.32318738751942344,0.3322608792475822
0.05,0.11789473684210526,0.6368421052631579,open,open,open,0.18044410062415214,0.19798292591287517,0.9051333603839213,0.833862194822566,0.3239249779765032,0.3336804396079499
0.05,0.11789473684210526,0.7052631578947368,open,intermediate,bistable,0.19520337987780167,0.21298693934805477,0.8994632340545555,0.83224162689966,0.3249966099565259,0.3352707845230093
0.05,0.11789473684210526,0.7736842105263158,intermediate,closed,bistable,0.21036234011933705,1.0,0.8935714027461179,0.17915831117888079,0.32633155071200226,0.7512813703716176
0.05,0.11789473684210526,0.8421052631578947,intermediate,closed,bistable,0.22588539273736113,1.0,0.8874888381482523,0.14586591850853514,0.3278934644717907,0.7610121464926597
0.05,0.11789473684210526,0.9105263157894737,intermediate,closed,bistable,0.24178231546397874,1.0,0.8812094641685961,0.12453081310017053,0.329655097967202,0.7659717539923604
0.05,0.11789473684210526,0.9789473684210527,intermediate,closed,bistable,0.2580272215998749,1.0,0.8747494815423473,0.10926032978200338,0.3316064928989841,0.7690143131018933
0.05,0.11789473684210526,1.0473684210526315,intermediate,closed,bistable,0.27459891346046805,1.0,0.8681233578649529,0.09805677539239653,0.33374092065952754,0.7710892332110655
0.05,0.11789473684210526,1.1157894736842104,intermediate,closed,bistable,0.29156496909466056,1.0,0.8612526430669889,0.08992150992785279,0.33607299452013933,0.7724158965735809
0.05,0.11789473684210526,1.1842105263157894,intermediate,closed,bistable,0.30883119431569156,1.0,0.8542253812031089,0.08400458253903012,0.3385918020875035,0.7733631098300481
0.05,0.11789473684210526,1.2526315789473683,intermediate,closed,bistable,0.32643279376040596,1.0,0.8469983749002661,0.07976695357681844,0.3413102695905639,0.7740404524680041
0.05,0.11789473684210526,1.3210526315789475,intermediate,closed,bistable,0.34441331387626783,1.0,0.8395122862820168,0.07665907924733231,0.34425250698813803,0.7744696751165461
0.05,0.11789473684210526,1.3894736842105264,intermediate,closed,bistable,0.36273106891341506,1.0,0.8318120314025598,0.07442471171310236,0.34741448449358414,0.7747722490289588
0.05,0.11789473684210526,1.4578947368421054,intermediate,closed,bistable,0.3814403332030616,1.0,0.8238277691686364,0.07282494322031527,0.35082735922544356,0.7749851069683517
0.05,0.11789473684210526,1.5263157894736843,intermediate,closed,bistable,0.40050350335597995,1.0,0.8156084055257977,0.07183340322855698,0.35448453089774484,0.7751831963158894
0.05,0.11789473684210526,1.5947368421052632,intermediate,closed,bistable,0.41998544630529955,1.0,0.8070733423835232,0.07102574769037828,0.35842497695443915,0.7752866365925613
0.05,0.11789473684210526,1.6631578947368422,intermediate,closed,bistable,0.439907323177616,1.0,0.7982002680669116,0.07045106935391295,0.36266999549694146,0.7753591919906929
0.05,0.11789473684210526,1.731578947368421,intermediate,closed,bistable,0.460353460129938,1.0,0.7888863070308831,0.07004253020768825,0.36727550896254524,0.775410104256597
0.05,0.11789473684210526,1.8,intermediate,closed,bistable,0.481298901731698,1.0,0.7791761262033464,0.06975227147339373,0.3722404793032875,0.7754458312078173
0.05,0.13052631578947368,0.5,open,open,open,0.11782825785546677,0.13585330493660622,0.914960865051851,0.8225258320105563,0.3230505154642783,0.3286621536730365
0.05,0.13052631578947368,0.5684210526315789,open,open,open,0.13072834107689332,0.147956571256344,0.9092028057051956,0.8223441331004221,0.32250094283083003,0.3298942034234465
0.05,0.13052631578947368,0.6368421052631579,open,open,open,0.14352268191139328,0.16057985089443239,0.903257216478231,0.8216071835809174,0.3226992123062849,0.3312244113455032
0.05,0.13052631578947368,0.7052631578947368,open,open,open,0.15668127488804678,0.17384975195344057,0.8970410779336054,0.8196997929544352,0.32337994736074344,0.332748344476618
0.05,0.13052631578947368,0.7736842105263158,open,open,open,0.17018533026169028,0.18767300006071866,0.8906304516710722,0.8168427491488351,0.32444563433251106,0.3344582331343554
0.05,0.13052631578947368,0.8421052631578947,open,closed,bistable,0.18417217666313276,1.0,0.8839491758898727,0.1499924018669119,0.3257645509648265,0.7583184012578429
0.05,0.13052631578947368,0.9105263157894737,open,closed,bistable,0.19857023462614676,1.0,0.8770625783042972,0.1256367984879406,0.32732236857552094,0.764933551369776
